"","CONTRIBUTION_ID","PERIOD_START","PERIOD_END","CONTRIBUTION_DATE","RECIPIENT","AMOUNT","LOBBYIST_ID","LOBBYIST_FIRST_NAME","LOBBYIST_LAST_NAME","CREATED_DATE","CONTRIBUTION_DATE3","recipient_surname"
"4256",9901,"01/01/2015","03/31/2015","01/16/2015","Citizens for O'Connor","$100.00",25401,"Joseph","Gattuso","06/12/2015",2015-01-16,"O'Connor"
"4257",1964,"01/01/2012","06/30/2012","03/15/2012","Proco Joe Moreno","$500.00",11301,"James","Banks","01/21/2013",2012-03-15,"Moreno"
"4258",1644,"10/01/2012","12/31/2012","12/19/2012","Friends of George A. Cardenas","$250.00",9306,"Edward","Kus","01/08/2013",2012-12-19,"Cardenas"
"4259",4688,"07/01/2013","09/30/2013","09/25/2013","Citizens for Patrick J. O'Connor","$250.00",15902,"Joseph","Gattuso","11/14/2013",2013-09-25,"O'Connor"
"4260",6221,"01/01/2014","03/31/2014","02/18/2014","Freinds of Bob Fioretti","$250.00",19244,"Robert","Repel","05/14/2014",2014-02-18,"Fioretti"
"4261",6781,"04/01/2014","06/30/2014","06/23/2014","Friends of Bob Fioretti","$500.00",20184,"Katriina","McGuire","07/22/2014",2014-06-23,"Fioretti"
"4262",9461,"01/01/2015","03/31/2015","01/16/2015","Friends of Will Burns","$300.00",24562,"Edward","Kus","04/30/2015",2015-01-16,"Burns"
"4263",3802,"04/01/2013","06/30/2013","06/26/2013","Citizens for Tunney","$300.00",11296,"Sam","Toia","07/22/2013",2013-06-26,"Tunney"
"4264",4377,"07/01/2013","09/30/2013","09/25/2013","Citizens for Patrick J. O'Connor","$250.00",14841,"Joseph","Gattuso","10/11/2013",2013-09-25,"O'Connor"
"4265",1521,"10/01/2012","12/31/2012","09/27/2012","8th Ward Regular Democratic Organization","$200.00",8796,"Michael","Sutton","12/28/2012",2012-09-27,NA
"4266",7463,"07/01/2014","09/30/2014","09/12/2014","Friends of Ameya Pawar","$250.00",18325,"Paul","Rosenfeld","10/20/2014",2014-09-12,"Pawar"
"4267",5023,"01/01/2013","03/31/2013","03/20/2013","Citizens to Elect John Arena","$500.00",16507,"Kevin","Wolfberg","01/06/2014",2013-03-20,"Arena"
"4268",4897,"07/01/2013","09/30/2013","09/25/2013","Friends of Carrie Austin","$250.00",16253,"Joseph","Gattuso","12/19/2013",2013-09-25,"Austin"
"4269",2508,"01/01/2013","03/31/2013","01/01/2013","Citizens for Patrick J. O'Connor","$100.00",12726,"Joseph","Gattuso","04/17/2013",2013-01-01,"O'Connor"
"4270",5221,"10/01/2013","12/31/2013","12/04/2013","Alderman Ameya Pawar","$500.00",15466,"Michael","Houlihan","01/15/2014",2013-12-04,"Pawar"
"4271",3738,"01/01/2013","03/31/2013","03/27/2013","Alderman Danny Solis","$500.00",14323,"David","Dring","07/19/2013",2013-03-27,"Solis"
"4272",9521,"01/01/2015","03/31/2015","03/31/2015","Summers for Chicago","$2500.00",24601,"Terry","Teele","05/01/2015",2015-03-31,NA
"4273",9867,"10/01/2014","12/31/2014","11/25/2014","Citizens for Cappleman","$250.00",25381,"Joseph","Gattuso","06/11/2015",2014-11-25,"Cappleman"
"4274",7941,"01/01/2014","03/31/2014","03/27/2014","Citizens for Solis","$1000.00",21821,"William","Banks","11/12/2014",2014-03-27,"Solis"
"4275",3601,"04/01/2013","06/30/2013","06/01/2013","19th Ward Fundraiser","$125.00",14261,"Margaret","Houlihan Smith","07/17/2013",2013-06-01,NA
"4276",8221,"10/01/2014","12/31/2014","10/15/2014","Friends of Margaret Laurino","$500.00",18547,"Kevin","Wolfberg","01/12/2015",2014-10-15,"Laurino"
"4277",5243,"10/01/2013","12/31/2013","11/06/2013","8th Ward Regular Democratic Organization","$100.00",14505,"Richard","Joseph","01/15/2014",2013-11-06,NA
"4278",7361,"07/01/2014","09/30/2014","08/28/2014","Citizens to Elect John Arena","$250.00",21265,"Joseph","Gattuso","10/15/2014",2014-08-28,"Arena"
"4279",9835,"10/01/2014","12/31/2014","10/16/2014","Friends of Alderman Margaret Laurino","$100.00",25343,"Joseph","Gattuso","06/10/2015",2014-10-16,"Laurino"
"4280",4005,"01/01/2013","03/31/2013","02/06/2013","Friends of Leslie A. Hairston","$150.00",14842,"Edward","Kus","08/20/2013",2013-02-06,"Hairston"
"4281",4532,"07/01/2013","09/30/2013","09/10/2013","Citizens for Reilly","$500.00",15501,"James","Banks","10/21/2013",2013-09-10,"Reilly"
"4282",4376,"07/01/2013","09/30/2013","09/25/2013","Friends of Carrie Austin","$250.00",14841,"Joseph","Gattuso","10/11/2013",2013-09-25,"Austin"
"4283",1466,"01/01/2012","06/30/2012","06/30/2012","Alderman Pawar","$500.00",10124,"Michael","Houlihan","12/14/2012",2012-06-30,"Pawar"
"4284",1313,"01/01/2012","06/30/2012","06/14/2012","Alderman Scott Waguespack","$250.00",9944,"James","Banks","11/06/2012",2012-06-14,"Waguespack"
"4285",7044,"04/01/2014","06/30/2014","04/30/2014","Citizens for Carrie M. Austin","$250.00",20801,"Joseph","Gattuso","09/15/2014",2014-04-30,"Austin"
"4286",4531,"07/01/2013","09/30/2013","09/19/2013","25th Ward Regular Democratic Organization","$1000.00",15501,"James","Banks","10/21/2013",2013-09-19,NA
"4287",5763,"01/01/2014","03/31/2014","03/18/2014","Friends of Will Burns","$500.00",16904,"Richard","Joseph","04/08/2014",2014-03-18,"Burns"
"4288",2581,"01/01/2013","03/31/2013","01/24/2013","Alderman George Cardenas","$250.00",12025,"Michael","Houlihan","04/22/2013",2013-01-24,"Cardenas"
"4289",2222,"07/01/2012","09/30/2012","09/13/2012","Citizens for Carrie Austin Carrie Austin","$1000.00",11904,"William","Smith","02/26/2013",2012-09-13,"Austin"
"4290",7486,"07/01/2014","09/30/2014","09/09/2014","Friends of Walter Burnett, Jr.","$500.00",16831,"Michael","Sutton","10/20/2014",2014-09-09,"Burnett"
"4291",4501,"07/01/2013","09/30/2013","07/18/2013","Friends of JoAnn Thompson","$750.00",10403,"Michael","Sutton","10/19/2013",2013-07-18,"Thompson"
"4292",7323,"01/01/2014","03/31/2014","01/15/2014","Citizens for Patrick J. O'Connor","$100.00",21265,"Joseph","Gattuso","10/14/2014",2014-01-15,"O'Connor"
"4293",9877,"10/01/2014","12/31/2014","10/29/2014","Citizens for Patrick J. O'Connor","$100.00",25382,"Joseph","Gattuso","06/11/2015",2014-10-29,"O'Connor"
"4294",9542,"01/01/2015","03/31/2015","01/14/2015","Friends of Will Burns","$1000.00",24602,"Terry","Teele","05/01/2015",2015-01-14,"Burns"
"4295",1965,"01/01/2012","06/30/2012","05/22/2012","Coalition for a better government","$200.00",11301,"James","Banks","01/21/2013",2012-05-22,NA
"4296",9880,"01/01/2014","03/31/2014","02/26/2014","Friends of Leslie A. Hairston","$150.00",25383,"Joseph","Gattuso","06/11/2015",2014-02-26,"Hairston"
"4297",4506,"07/01/2013","09/30/2013","09/26/2013","Friends of Leslie Hairston","$500.00",10403,"Michael","Sutton","10/19/2013",2013-09-26,"Hairston"
"4298",7448,"07/01/2014","09/30/2014","09/25/2014","Friends of Ameya Pawar","$500.00",20922,"Michael","Houlihan","10/17/2014",2014-09-25,"Pawar"
"4299",8269,"10/01/2014","12/31/2014","11/05/2014","Friends of Edward M. Burke","$1500.00",20021,"Edward","Kus","01/14/2015",2014-11-05,"Burke"
"4300",1071,"07/01/2012","09/30/2012","09/19/2012","Friends of Barbara J. McGowan","$1000.00",8796,"Michael","Sutton","10/15/2012",2012-09-19,NA
"4301",7283,"04/01/2014","06/30/2014","04/30/2014","Citizens for Carrie M. Austin","$250.00",21241,"Joseph","Gattuso","10/14/2014",2014-04-30,"Austin"
"4302",3442,"01/01/2013","03/31/2013","01/01/2013","Citizens for Patrick J. O'Connor","$100.00",14045,"Joseph","Gattuso","07/09/2013",2013-01-01,"O'Connor"
"4303",5921,"01/01/2014","03/31/2014","03/27/2014","Citizens for Solis","$1000.00",18686,"William","Banks","04/15/2014",2014-03-27,"Solis"
"4304",9243,"01/01/2015","03/31/2015","04/16/2015","Friends of Alderman Leslie","$1000.00",23002,"Brendan","Shiller","04/20/2015",2015-04-16,NA
"4305",815,"01/01/2012","06/30/2012","06/30/2012","Alderman Pawar","$500.00",9354,"Michael","Houlihan","10/01/2012",2012-06-30,"Pawar"
"4306",575,"01/01/2012","06/30/2012","06/30/2012","Alderman Pawar","$500.00",7601,"Michael","Houlihan","09/04/2012",2012-06-30,"Pawar"
"4307",4898,"07/01/2013","09/30/2013","09/25/2013","Citizens for Patrick J. O'Connor","$250.00",16253,"Joseph","Gattuso","12/19/2013",2013-09-25,"O'Connor"
"4308",5881,"01/01/2014","03/31/2014","01/29/2014","Friends of Bob Fioretti","$250.00",16861,"Edward","Kus","04/14/2014",2014-01-29,"Fioretti"
"4309",4689,"07/01/2013","09/30/2013","09/18/2013","23rd Ward Regular Democratic Organization","$250.00",15902,"Joseph","Gattuso","11/14/2013",2013-09-18,NA
"4310",9462,"01/01/2015","03/31/2015","01/21/2015","Friends of Marge Laurino","$500.00",24562,"Edward","Kus","04/30/2015",2015-01-21,"Laurino"
"4311",2383,"01/01/2013","03/31/2013","03/21/2013","Friends of Walter Burnett","$1500.00",12501,"Kevin","Wolfberg","04/09/2013",2013-03-21,"Burnett"
"4312",7281,"01/01/2014","03/31/2014","02/26/2014","Friends of Leslie A. Hairston","$150.00",21241,"Joseph","Gattuso","10/14/2014",2014-02-26,"Hairston"
"4313",1485,"01/01/2012","06/30/2012","06/30/2012","Alderman Reilly","$250.00",10162,"Michael","Houlihan","12/17/2012",2012-06-30,"Reilly"
"4314",7324,"01/01/2014","03/31/2014","02/26/2014","Friends of Leslie A. Hairston","$150.00",21265,"Joseph","Gattuso","10/14/2014",2014-02-26,"Hairston"
"4315",8241,"01/01/2014","03/31/2014","01/15/2014","Citizens for Patrick J. O'Connor","$100.00",22504,"Joseph","Gattuso","01/12/2015",2014-01-15,"O'Connor"
"4316",3141,"01/01/2013","03/31/2013","01/24/2013","Alderman George Cardenas","$250.00",13763,"Michael","Houlihan","06/24/2013",2013-01-24,"Cardenas"
"4317",9831,"04/01/2014","06/30/2014","04/30/2014","Friends for Will Burns","$75.00",25343,"Joseph","Gattuso","06/10/2015",2014-04-30,"Burns"
"4318",6598,"04/01/2014","06/30/2014","06/18/2014","Friends for Susan Mendoza","$250.00",20021,"Edward","Kus","07/15/2014",2014-06-18,"Mendoza"
"4319",7327,"07/01/2014","09/30/2014","08/11/2014","Citizens to Elect John Arena","$250.00",20885,"Katriina","McGuire","10/14/2014",2014-08-11,"Arena"
"4320",3201,"01/01/2013","03/31/2013","01/24/2013","Alderman George Cardenas","$250.00",13803,"Michael","Houlihan","06/27/2013",2013-01-24,"Cardenas"
"4321",7449,"07/01/2014","09/30/2014","09/24/2014","Friends of Alyx Pattison","$250.00",20922,"Michael","Houlihan","10/17/2014",2014-09-24,NA
"4322",9875,"10/01/2014","12/31/2014","10/16/2014","Friends of Alderman Margaret Laurino","$100.00",25382,"Joseph","Gattuso","06/11/2015",2014-10-16,"Laurino"
"4323",9406,"01/01/2015","03/31/2015","03/26/2015","Alderman Mary O'Connor","$250.00",24521,"Kate","Tragesser","04/24/2015",2015-03-26,"O'Connor"
"4324",7464,"07/01/2014","09/30/2014","09/30/2014","Friends of  Ameya Pawar","$1250.00",18325,"Paul","Rosenfeld","10/20/2014",2014-09-30,"Pawar"
"4325",3803,"04/01/2013","06/30/2013","06/12/2013","19th Ward Democratic Org.","$250.00",11295,"Mary Kay","Bonoma","07/22/2013",2013-06-12,NA
"4326",4001,"01/01/2013","03/31/2013","01/01/2013","Citizens for Patrick J. O'Connor","$100.00",14841,"Joseph","Gattuso","08/20/2013",2013-01-01,"O'Connor"
"4327",5762,"01/01/2014","03/31/2014","02/24/2014","25th Ward Regular Democractic Org","$150.00",16904,"Richard","Joseph","04/08/2014",2014-02-24,NA
"4328",7083,"04/01/2014","06/30/2014","06/03/2014","Friends of Proco Joe Moreno","$500.00",20885,"Katriina","McGuire","09/19/2014",2014-06-03,"Moreno"
"4329",134,"01/01/2012","06/30/2012","05/19/2012","Citizens for Fioretti","$100.00",5997,"Pat","Doerr","08/09/2012",2012-05-19,"Fioretti"
"4330",4896,"07/01/2013","09/30/2013","09/18/2013","23rd Ward Regular Democratic Organization","$250.00",16253,"Joseph","Gattuso","12/19/2013",2013-09-18,NA
"4331",9862,"04/01/2014","06/30/2014","04/30/2014","Citizens for Carrie M. Austin","$250.00",25381,"Joseph","Gattuso","06/11/2015",2014-04-30,"Austin"
"4332",404,"01/01/2012","06/30/2012","06/14/2012","Alderman Scott Waguespack","$250.00",7754,"James","Banks","08/27/2012",2012-06-14,"Waguespack"
"4333",9890,"07/01/2014","09/30/2014","08/28/2014","Citizens to Elect John Arena","$250.00",25384,"Joseph","Gattuso","06/11/2015",2014-08-28,"Arena"
"4334",3288,"01/01/2013","03/31/2013","02/06/2013","Friends of Leslie A. Hairston","$150.00",13903,"Edward","Kus","07/02/2013",2013-02-06,"Hairston"
"4335",2121,"10/01/2012","12/31/2012","01/31/2013","----------------------","$0.00",5877,"Robert","Degnan","01/31/2013",2013-01-31,NA
"4336",1810,"10/01/2012","12/31/2012","11/21/2012","Citizens for Alderman Reilly","$200.00",10162,"Michael","Houlihan","01/14/2013",2012-11-21,"Reilly"
"4337",5387,"07/01/2013","09/30/2013","09/19/2013","25th Ward Regular Democratic Organization","$1000.00",17233,"James","Banks","01/20/2014",2013-09-19,NA
"4338",6672,"04/01/2014","06/30/2014","04/02/2014","Alderman Ed Burke","$1500.00",16570,"John","O'Connell","07/18/2014",2014-04-02,"Burke"
"4339",8279,"10/01/2014","12/31/2014","10/20/2014","Will Burns","$500.00",19062,"Kevin","Conlon","01/15/2015",2014-10-20,"Burns"
"4340",1642,"10/01/2012","12/31/2012","12/05/2012","Friends of Bob Fioretti","$250.00",9306,"Edward","Kus","01/08/2013",2012-12-05,"Fioretti"
"4341",8278,"10/01/2014","12/31/2014","12/03/2014","Roderick T. Sawyer","$300.00",19062,"Kevin","Conlon","01/15/2015",2014-12-03,"Sawyer"
"4342",1486,"01/01/2012","06/30/2012","06/30/2012","Alderman Pawar","$500.00",10162,"Michael","Houlihan","12/17/2012",2012-06-30,"Pawar"
"4343",5244,"10/01/2013","12/31/2013","12/09/2013","Citizens for Pat Dowell","$250.00",14505,"Richard","Joseph","01/15/2014",2013-12-09,"Dowell"
"4344",1966,"01/01/2012","06/30/2012","06/14/2012","Alderman Scott Waguespack","$250.00",11301,"James","Banks","01/21/2013",2012-06-14,"Waguespack"
"4345",843,"07/01/2012","09/30/2012","09/11/2012","Citizens for Reilly","$1500.00",6063,"Judith","Roettig","10/04/2012",2012-09-11,"Reilly"
"4346",7082,"04/01/2014","06/30/2014","06/10/2014","Citizens for Reilly","$500.00",20885,"Katriina","McGuire","09/19/2014",2014-06-10,"Reilly"
"4347",5386,"07/01/2013","09/30/2013","09/10/2013","Citizens for Reilly","$500.00",17233,"James","Banks","01/20/2014",2013-09-10,"Reilly"
"4348",9879,"04/01/2014","06/30/2014","04/30/2014","Citizens for Carrie M. Austin","$250.00",25383,"Joseph","Gattuso","06/11/2015",2014-04-30,"Austin"
"4349",1315,"01/01/2012","06/30/2012","03/15/2012","Proco Joe Moreno","$500.00",9944,"James","Banks","11/06/2012",2012-03-15,"Moreno"
"4350",2855,"01/01/2013","03/31/2013","03/27/2013","Alderman Danny Solis","$500.00",12985,"David","Dring","05/01/2013",2013-03-27,"Solis"
"4351",9097,"01/01/2015","03/31/2015","03/26/2015","Alderman Mary O'Connor","$250.00",23361,"Kate","Tragesser","04/17/2015",2015-03-26,"O'Connor"
"4352",7084,"04/01/2014","06/30/2014","05/19/2014","Friends of William burns","$500.00",20885,"Katriina","McGuire","09/19/2014",2014-05-19,NA
"4353",1162,"07/01/2012","09/30/2012","09/13/2012","44th Ward Democrats","$100.00",5997,"Pat","Doerr","10/20/2012",2012-09-13,NA
"4354",801,"01/01/2012","06/30/2012","05/22/2012","Coalition for a better government","$200.00",9342,"James","Banks","10/01/2012",2012-05-22,NA
"4355",6606,"04/01/2014","06/30/2014","02/18/2014","Friends of Bob Fioretti","$250.00",19244,"Robert","Repel","07/16/2014",2014-02-18,"Fioretti"
"4356",8240,"07/01/2014","09/30/2014","08/28/2014","Citizens to Elect John Arena","$250.00",22504,"Joseph","Gattuso","01/12/2015",2014-08-28,"Arena"
"4357",574,"01/01/2012","06/30/2012","06/30/2012","Alderman Reilly","$250.00",7601,"Michael","Houlihan","09/04/2012",2012-06-30,"Reilly"
"4358",1314,"01/01/2012","06/30/2012","05/22/2012","Coalition for a better government","$200.00",9944,"James","Banks","11/06/2012",2012-05-22,NA
"4359",3770,"04/01/2013","06/30/2013","04/11/2013","Friends of Walter Burnett, Jr.","$250.00",10403,"Michael","Sutton","07/19/2013",2013-04-11,"Burnett"
"4360",4438,"04/01/2013","06/30/2013","05/31/2013","Citizens for Joe Moore","$250.00",15466,"Michael","Houlihan","10/16/2013",2013-05-31,"Moore"
"4361",9868,"10/01/2014","12/31/2014","10/16/2014","Friends of Alderman Margaret Laurino","$100.00",25381,"Joseph","Gattuso","06/11/2015",2014-10-16,"Laurino"
"4362",8046,"04/01/2014","06/30/2014","04/30/2014","Citizens for Carrie M. Austin","$250.00",22281,"Joseph","Gattuso","12/22/2014",2014-04-30,"Austin"
"4363",8242,"01/01/2014","03/31/2014","02/26/2014","Friends of Leslie A. Hairston","$150.00",22504,"Joseph","Gattuso","01/12/2015",2014-02-26,"Hairston"
"4364",6141,"01/01/2014","03/31/2014","02/18/2014","Freinds of Bob Fioretti","$250.00",16559,"Robert","Repel","04/25/2014",2014-02-18,"Fioretti"
"4365",576,"01/01/2012","06/30/2012","06/30/2012","Alderman Pawar","$500.00",8802,"Michael","Houlihan","09/04/2012",2012-06-30,"Pawar"
"4366",9832,"01/01/2014","03/31/2014","01/15/2014","Citizens for Patrick J. O'Connor","$100.00",25343,"Joseph","Gattuso","06/10/2015",2014-01-15,"O'Connor"
"4367",82,"01/01/2012","06/30/2012","02/08/2012","Alderman Ricardo Munoz","$500.00",5536,"Joseph","Cini","08/07/2012",2012-02-08,"Munoz"
"4368",8042,"07/01/2014","09/30/2014","08/28/2014","Citizens to Elect John Arena","$250.00",22281,"Joseph","Gattuso","12/22/2014",2014-08-28,"Arena"
"4369",4687,"01/01/2013","03/31/2013","01/01/2013","Citizens for Patrick J. O'Connor","$100.00",15902,"Joseph","Gattuso","11/14/2013",2013-01-01,"O'Connor"
"4370",1160,"07/01/2012","09/30/2012","09/08/2012","Danny Solis","$250.00",7821,"Sam","Toia","10/19/2012",2012-09-08,"Solis"
"4371",7882,"07/01/2014","09/30/2014","09/24/2014","Friends of Alyx Pattison","$250.00",21682,"Michael","Houlihan","10/31/2014",2014-09-24,NA
"4372",7162,"07/01/2014","09/30/2014","09/23/2014","Friends of Mary O'Conner","$1000.00",18325,"Paul","Rosenfeld","10/03/2014",2014-09-23,NA
"4373",8297,"10/01/2014","12/31/2014","12/13/2014","Citizens to Elect Frank Bass","$250.00",21922,"Michael","Houlihan","01/16/2015",2014-12-13,NA
"4374",8893,"01/01/2015","03/31/2015","01/28/2015","Hopkins for Chicago","$500.00",24181,"Jerome","Schain","04/14/2015",2015-01-28,"Hopkins"
"4375",6596,"01/01/2014","03/31/2014","01/29/2014","Friends of Bob Fioretti","$250.00",20021,"Edward","Kus","07/15/2014",2014-01-29,"Fioretti"
"4376",9893,"10/01/2014","12/31/2014","10/16/2014","Friends of Alderman Margaret Laurino","$100.00",25384,"Joseph","Gattuso","06/11/2015",2014-10-16,"Laurino"
"4377",2622,"01/01/2013","03/31/2013","03/27/2013","Alderman Danny Solis","$500.00",12818,"David","Dring","04/22/2013",2013-03-27,"Solis"
"4378",1069,"07/01/2012","09/30/2012","08/21/2012","Friends of Walter Burnette, Jr.","$300.00",8796,"Michael","Sutton","10/15/2012",2012-08-21,"Burnett"
"4379",8021,"07/01/2014","09/30/2014","08/11/2014","Citizens for Deborah Graham","$500.00",22242,"William","Banks","12/19/2014",2014-08-11,"Graham"
"4380",2701,"01/01/2013","03/31/2013","02/06/2013","Friends of Leslie Hairston","$150.00",10403,"Michael","Sutton","04/25/2013",2013-02-06,"Hairston"
"4381",4247,"01/01/2013","03/31/2013","03/27/2013","25th Ward Regular Democratic Organization","$500.00",15306,"COURTNEY","NOTTAGE","09/24/2013",2013-03-27,NA
"4382",1066,"07/01/2012","09/30/2012","09/13/2012","Citizens for Carrie Austin Carrie Austin","$1000.00",9421,"William","Smith","10/15/2012",2012-09-13,"Austin"
"4383",4155,"01/01/2013","03/31/2013","03/27/2013","25th Ward Regular Democratic Organization","$500.00",15222,"COURTNEY","NOTTAGE","09/16/2013",2013-03-27,NA
"4384",1161,"07/01/2012","09/30/2012","07/19/2012","Friends for Proco Joe Moreno","$250.00",5997,"Pat","Doerr","10/20/2012",2012-07-19,"Moreno"
"4385",9836,"10/01/2014","12/31/2014","11/25/2014","Citizens for Cappleman","$250.00",25343,"Joseph","Gattuso","06/10/2015",2014-11-25,"Cappleman"
"4386",1465,"01/01/2012","06/30/2012","06/30/2012","Alderman Reilly","$250.00",10124,"Michael","Houlihan","12/14/2012",2012-06-30,"Reilly"
"4387",6642,"04/01/2014","06/30/2014","05/19/2014","Friends of William burns","$500.00",19261,"Katriina","McGuire","07/17/2014",2014-05-19,NA
"4388",1068,"07/01/2012","09/30/2012","08/15/2012","Seventh Ward Independent Political Organization-7th Ward Committeeman, Sandi Jackson","$1500.00",8796,"Michael","Sutton","10/15/2012",2012-08-15,"Jackson"
"4389",6643,"04/01/2014","06/30/2014","06/03/2014","Friends of Proco Joe Moreno","$500.00",19261,"Katriina","McGuire","07/17/2014",2014-06-03,"Moreno"
"4390",5022,"01/01/2013","03/31/2013","03/20/2013","25th Ward Regular Democratic Organization","$250.00",16507,"Kevin","Wolfberg","01/06/2014",2013-03-20,NA
"4391",9508,"01/01/2015","03/31/2015","01/30/2015","Citizens to re-elect John Pope for Committeeman","$1000.00",24583,"Michael","Brown","05/01/2015",2015-01-30,"Pope"
"4392",9543,"01/01/2015","03/31/2015","02/13/2015","Citizens for Deb Mell","$500.00",24602,"Terry","Teele","05/01/2015",2015-02-13,"Mell"
"4393",7540,"07/01/2014","09/30/2014","08/11/2014","Citizens for Deborah Graham","$500.00",21443,"William","Banks","10/21/2014",2014-08-11,"Graham"
"4394",8960,"01/01/2015","03/31/2015","01/16/2015","Citizens for O'Connor","$100.00",24203,"Joseph","Gattuso","04/16/2015",2015-01-16,"O'Connor"
"4395",9869,"10/01/2014","12/31/2014","10/29/2014","Citizens for Patrick J. O'Connor","$100.00",25381,"Joseph","Gattuso","06/11/2015",2014-10-29,"O'Connor"
"4396",924,"07/01/2012","09/30/2012","08/14/2012","Friends of Walter Burnett Jr.","$150.00",9306,"Edward","Kus","10/09/2012",2012-08-14,"Burnett"
"4397",7802,"07/01/2014","09/30/2014","08/11/2014","Citizens for Deborah Graham","$500.00",21625,"William","Banks","10/29/2014",2014-08-11,"Graham"
"4398",9297,"01/01/2015","03/31/2015","01/27/2015","Citizens for Anthony Beale","$200.00",22808,"Lisa","Ouzounian","04/20/2015",2015-01-27,"Beale"
"4399",1641,"10/01/2012","12/31/2012","10/03/2012","Friends of Will Burns","$75.00",9306,"Edward","Kus","01/08/2013",2012-10-03,"Burns"
"4400",9830,"04/01/2014","06/30/2014","04/30/2014","Citizens for Carrie M. Austin","$250.00",25343,"Joseph","Gattuso","06/10/2015",2014-04-30,"Austin"
"4401",1925,"10/01/2012","12/31/2012","10/09/2012","Citizens for Patrick J. O'Connor","$100.00",7142,"Patrick","Hanlon","01/17/2013",2012-10-09,"O'Connor"
"4402",8904,"01/01/2015","03/31/2015","01/05/2015","23rd Ward Democratic Organization","$250.00",22694,"Robert","Markin","04/15/2015",2015-01-05,"Zalewski"
"4403",9503,"01/01/2015","03/31/2015","01/28/2015","Citizens to Elect Anthony Beale","$1000.00",24583,"Michael","Brown","05/01/2015",2015-01-28,"Beale"
"4404",9541,"01/01/2015","03/31/2015","01/27/2015","Friends of Leslie Hairston","$1000.00",24602,"Terry","Teele","05/01/2015",2015-01-27,"Hairston"
"4405",9883,"10/01/2014","12/31/2014","11/25/2014","Citizens for Cappleman","$250.00",25383,"Joseph","Gattuso","06/11/2015",2014-11-25,"Cappleman"
"4406",6644,"04/01/2014","06/30/2014","06/10/2014","Citizens for Reilly","$500.00",19261,"Katriina","McGuire","07/17/2014",2014-06-10,"Reilly"
"4407",7801,"01/01/2014","03/31/2014","03/27/2014","Citizens for Solis","$1000.00",21625,"William","Banks","10/29/2014",2014-03-27,"Solis"
"4408",4002,"04/01/2013","06/30/2013","04/11/2013","Friends of Walter Burnett, Jr.","$150.00",14842,"Edward","Kus","08/20/2013",2013-04-11,"Burnett"
"4409",9464,"01/01/2015","03/31/2015","02/11/2015","Citizens for Carrie Austin","$500.00",24562,"Edward","Kus","04/30/2015",2015-02-11,"Austin"
"4410",7102,"04/01/2014","06/30/2014","06/17/2014","Citizens to elect Willie B. Cochran","$500.00",20902,"Jerome","Schain","09/22/2014",2014-06-17,"Cochran"
"4411",5241,"10/01/2013","12/31/2013","10/18/2013","Friends of Will Burns","$500.00",14505,"Richard","Joseph","01/15/2014",2013-10-18,"Burns"
"4412",7922,"01/01/2014","03/31/2014","03/27/2014","Citizens for Solis","$1000.00",21803,"William","Banks","11/10/2014",2014-03-27,"Solis"
"4413",5882,"01/01/2014","03/31/2014","01/29/2014","Friends of Margaret Laurino","$250.00",16861,"Edward","Kus","04/14/2014",2014-01-29,"Laurino"
"4414",8045,"04/01/2014","06/30/2014","04/30/2014","Friends for Will Burns","$75.00",22281,"Joseph","Gattuso","12/22/2014",2014-04-30,"Burns"
"4415",8270,"10/01/2014","12/31/2014","11/26/2014","Citizens to Re-elect John Pope","$250.00",20021,"Edward","Kus","01/14/2015",2014-11-26,"Pope"
"4416",8085,"07/01/2014","09/30/2014","08/28/2014","Citizens to Elect John Arena","$250.00",22322,"Joseph","Gattuso","12/29/2014",2014-08-28,"Arena"
"4417",9884,"10/01/2014","12/31/2014","10/29/2014","Citizens for Patrick J. O'Connor","$100.00",25383,"Joseph","Gattuso","06/11/2015",2014-10-29,"O'Connor"
"4418",1467,"07/01/2012","09/30/2012","08/21/2012","Alderman James Cappelman","$150.00",10124,"Michael","Houlihan","12/14/2012",2012-08-21,NA
"4419",8131,"10/01/2014","12/31/2014","12/09/2014","Alderman Mike Zalewski","$500.00",16570,"John","O'Connell","01/06/2015",2014-12-09,"Zalewski"
"4420",9833,"01/01/2014","03/31/2014","02/26/2014","Friends of Leslie A. Hairston","$150.00",25343,"Joseph","Gattuso","06/10/2015",2014-02-26,"Hairston"
"4421",6597,"01/01/2014","03/31/2014","01/29/2014","Friends of Margaret Laurino","$250.00",20021,"Edward","Kus","07/15/2014",2014-01-29,"Laurino"
"4422",5761,"01/01/2014","03/31/2014","02/24/2014","Friends of Leslie A. Hairston","$250.00",16904,"Richard","Joseph","04/08/2014",2014-02-24,"Hairston"
"4423",9545,"01/01/2015","03/31/2015","03/31/2015","Summers for Chicago","$2500.00",24602,"Terry","Teele","05/01/2015",2015-03-31,NA
"4424",9865,"01/01/2014","03/31/2014","02/26/2014","Friends of Leslie A. Hairston","$150.00",25381,"Joseph","Gattuso","06/11/2015",2014-02-26,"Hairston"
"4425",9888,"01/01/2014","03/31/2014","01/15/2014","Citizens for Patrick J. O'Connor","$100.00",25384,"Joseph","Gattuso","06/11/2015",2014-01-15,"O'Connor"
"4426",84,"01/01/2012","06/30/2012","03/14/2012","Alderman Brendan Reilly","$150.00",5536,"Joseph","Cini","08/07/2012",2012-03-14,"Reilly"
